name_x,type,id,level,play_cost,evolution_cost,evolution_color,evolution_level,xros_req,color,color2,digi_type,digi_type2,form,dp,attribute,rarity,stage,artist,main_effect,source_effect,alt_effect,series,pretty_url,date_added,tcgplayer_name,tcgplayer_id,set_name,idProduct,name_y,code,idExpansion,idMetacard,idCategory,avg,low,trend,avg1,avg7,avg30
Agumon,Digimon,BT2-043,3.0,3.0,0.0,Green,2.0,,Green,,Reptile,,Rookie,1000.0,Vaccine,c,Rookie,,Inherited Effect [Your Turn] This Digimon gets +1000 DP.,,,Digimon Card Game,agumon-bt2-043,2024-05-27 15:14:30,Agumon - BT2-043,229999.0,"['BT-02: Booster Ultimate Power', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution']",620133.0,Agumon (BT2-043),BT2-043,4984.0,405159.0,1611.0,0.05,0.02,0.07,0.02,0.05,0.09
Agumon,Digimon,BT3-007,3.0,2.0,1.0,Red,2.0,,Red,,Reptile,,Rookie,4000.0,Virus,c,Rookie,,,,,Digimon Card Game,agumon-bt3-007,2024-05-27 15:14:30,Agumon - BT3-007,231708.0,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']",620275.0,Agumon (BT3-007),BT3-007,4986.0,405235.0,1611.0,0.03,0.02,0.03,0.05,0.03,0.04
Agumon,Digimon,BT4-008,3.0,3.0,0.0,,2.0,,Red,,Dinosaur,,Rookie,2000.0,Vaccine,c,Rookie,,"Inherited Effect [Your Turn] When this card is trashed due to activating this Digimon's ＜Digi-Burst＞, return this card to its owner's hand.",,,Digimon Card Game,agumon-bt4-008,2024-05-27 15:14:30,Agumon,238085.0,['BT-04: Booster Great Legend'],620391.0,Agumon (BT4-008),BT4-008,4988.0,405348.0,1611.0,0.04,0.02,0.03,0.05,0.04,0.03
Agumon,Digimon,BT5-007,3.0,3.0,0.0,Red,2.0,,Red,,Reptile,,Rookie,2000.0,Vaccine,C,Rookie,,"[On Play] Reveal 3 cards from the top of your deck. Add 1 Digimon card with [Greymon] in its name (other than [DoruGreymon], [BurningGreymon] or [DexDoruGreymon]) and 1 Digimon card with [Omnimon] in its name among them to your hand. Place the remaining cards at the bottom of your deck in any order.",,,Digimon Card Game,agumon-bt5-007,2024-05-27 15:14:30,Agumon,243533.0,"['BT-05: Booster Battle Of Omni', 'PB-13: Digimon Card Game Royal Knights Binder Set']",621261.0,Agumon (BT5-007),BT5-007,5009.0,405462.0,1611.0,0.36,0.25,0.6,0.35,0.36,0.56
Agumon,Digimon,BT6-007,3.0,3.0,0.0,Red,,,Red,,Reptile,,,2000.0,Vaccine,u,,,"[All Turns] [Once Per Turn] When you play a Tamer with [Tai Kamiya] in its name, gain 1 memory.","[Your Turn] While this Digimon is [Agumon - Bond of Bravery], it gains ＜Security A. +1＞ (This Digimon checks 1 additional security card.)",,Digimon Card Game,agumon-bt6-007,2024-05-27 15:14:30,Agumon,247892.0,['BT-06: Booster Double Diamond'],650149.0,Agumon (BT6-007),BT6-007,4993.0,405574.0,1611.0,1.8,1.34,1.35,1.8,1.63,1.97
Agumon,Digimon,BT8-058,3.0,3.0,0.0,Black,,,Black,,Reptile,,,2000.0,Virus,r,,,[On Play] Reveal the top 4 cards of your deck. Add 1 card with [Greymon] in its name and 1 card with the [Dragonkin] trait among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,Digimon Card Game,agumon-bt8-058,2024-05-27 15:14:30,Agumon,268921.0,"['BT-08: Booster New Awakening', 'Tamer Battle Pack 13']",653194.0,Agumon (BT8-058),BT8-058,5027.0,407027.0,1611.0,0.21,0.02,0.28,0.5,0.26,0.2
Agumon,Digimon,EX1-001,3.0,3.0,0.0,Red,2.0,,Red,,Reptile,,Rookie,2000.0,Vaccine,U,Rookie,,Inherited Effect [When Attacking] [Once Per Turn] Reveal the top 3 cards of your deck. Add 1 Tamer card or 1 Digimon card with [Agumon] in its name among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,Digimon Card Game,agumon-ex1-001,2024-05-27 15:14:30,Agumon,253588.0,"['EX-01: Theme Booster Classic Collection', 'Illustration Competition Promotion Pack 2023']",621088.0,Agumon (EX1-001),EX1-001,4997.0,405794.0,1611.0,11.16,10.0,11.72,12.98,11.61,11.62
Agumon,Digimon,EX3-027,3.0,3.0,0.0,,,,Yellow,,Reptile,,,2000.0,Vaccine,c,,,"Inherited Effect [Your Turn] [Once Per Turn] When you play a Digimon with the [Four Great Dragons] trait or place [Trial of the Four Great Dragons] in your battle area, ＜Draw 1＞ (Draw 1 card from your deck.)",,,Digimon Card Game,agumon-ex3-027,2024-05-27 15:14:30,Agumon,452915.0,['EX-03: Theme Booster Draconic Roar'],683241.0,Agumon (EX3-027),EX3-027,5190.0,413995.0,1611.0,0.03,0.02,0.04,0.03,0.03,0.05
Agumon,Digimon,EX4-005,3.0,3.0,1.0,,,[Digivolve] [Koromon]: Cost 0,Red,Yellow,Dinosaur,,,2000.0,Vaccine,U,,,"[Start of Your Main Phase] If you have a red or yellow Tamer in play, gain 1 memory.","[Your Turn] [Once Per Turn] When one of your red or yellow Tamers becomes suspended, ＜Draw 1＞ (Draw 1 card from your deck.)",[Digivolve] [Koromon]: Cost 0,Digimon Card Game,agumon-ex4-005,2024-05-27 15:14:30,Agumon - EX4-005,500309.0,['EX-04: Theme Booster Alternative Being'],717226.0,Agumon (EX4-005),EX4-005,5379.0,420584.0,1611.0,1.56,0.02,1.49,1.78,1.68,1.43
Agumon,Digimon,EX4-038,3.0,3.0,0.0,,,,Black,,Reptile,,,1000.0,Virus,C,,,"[On Play] Reveal the top 3 cards of your deck. Add 1 Digimon card with [Greymon] in its name and 1 Digimon card with [Gabumon], [Garurumon] or [Omnimon] in its name among them to your hand. Place the rest on top of your deck in any order.","[Your Turn] [Once Per Turn] When one of your other Digimon digivolves, gain 1 memory.",,Digimon Card Game,agumon-ex4-038,2024-05-27 15:14:30,Agumon,499134.0,['EX-04: Theme Booster Alternative Being'],716087.0,Agumon (EX4-038),EX4-038,5379.0,420115.0,1611.0,0.13,0.02,0.12,0.04,0.11,0.11
Agumon,Digimon,EX8-007,3.0,3.0,1.0,,,[Digivolve] [Koromon]: Cost 0,Red,Green,Reptile,LIBERATOR,,1000.0,Vaccine,U,,,[On Play] Reveal the top 3 cards of your deck. Add 1 card with [Tyrannomon] in its name or the [Reptile] or [Dinosaur] trait and 1 [Ryutaro Williams] among them to the hand. Return the rest to the bottom of the deck.,[Your Turn] This Digimon gets +2000 DP.,[Digivolve] [Koromon]: Cost 0,Digimon Card Game,agumon-ex8-007,2024-11-01 12:01:16,Agumon - EX8-007,604276.0,['EX-08: Extra Booster Chain of Liberation'],802666.0,Agumon (EX8-007),EX8-007,5967.0,443816.0,1611.0,0.04,0.02,0.02,0.02,0.04,0.06
Agumon,Digimon,EX8-038,3.0,3.0,1.0,,,[Digivolve] [Koromon]: Cost 0,Green,Purple,Reptile,,,1000.0,Virus,C,,,[On Play] You may suspend 1 Digimon.,"＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)",[Digivolve] [Koromon]: Cost 0,Digimon Card Game,agumon-ex8-038,2024-11-01 12:00:46,Agumon - EX8-038,604333.0,['EX-08: Extra Booster Chain of Liberation'],802683.0,Agumon (EX8-038),EX8-038,5967.0,443832.0,1611.0,0.03,0.02,0.03,0.02,0.03,0.04
Agumon,Digimon,EX9-007,3.0,3.0,0.0,,,[Digivolve] Lv.2 w/[DM] trait: Cost 0,Red,,Reptile,DM,,1000.0,Vaccine,R,,,"[On Play] Reveal the top 3 cards of your deck. Among them, add 1 card with the [DM] trait to the hand and place 1 card with the [Ver.1] trait face down as the bottom digivolution card of any of your Digimon with the [DM] trait . Return the rest to the bottom of the deck.",[Your Turn] This Digimon gets +2000 DP.,[Digivolve] Lv.2 w/[DM] trait: Cost 0,Digimon Card Game,agumon-ex9-007,2025-03-28 12:00:08,Agumon,625164.0,['EX-09: Extra Booster Versus Monsters'],828819.0,Agumon (EX9-007),EX9-007,6142.0,450126.0,1611.0,0.14,0.04,0.15,0.1,0.12,0.13
Agumon,Digimon,RB1-004,3.0,3.0,0.0,Red,2.0,,Red,,Reptile,,Rookie,2000.0,Vaccine,R,Rookie,,"Inherited Effect [Your Turn] While this Digimon has [Greymon] in its name, it gets +2000 DP.",,,Digimon Card Game,agumon-rb1-004,2024-05-27 15:14:30,Agumon,515503.0,['RB-01: Resurgence Booster'],,,,,,,,,,,,
Agumon,Digimon,ST15-02,3.0,3.0,0.0,Black,2.0,[Digivolve] [Koromon]: Cost 0,Black,,Reptile,,Rookie,1000.0,Vaccine,R,Rookie,,"[Start of Your Main Phase] If your opponent has a Digimon, gain 1 memory..","[All Turns] [Once Per Turn] When an attack target is switched, gain 1 memory.",[Digivolve] [Koromon]: Cost 0,Digimon Card Game,agumon-st15-02,2024-05-27 15:14:30,Agumon,519165.0,"['Demo Deck: ST-15', 'ST-15: Starter Deck Dragon of Courage']",735966.0,Agumon (ST15-02),ST15-02,5496.0,425472.0,1611.0,3.49,2.0,3.57,2.5,3.39,3.37
Agumon,Digimon,ST20-10,3.0,3.0,0.0,,,[Digivolve] Lv.2 w/[ADVENTURE]/[Hero] trait: Cost 0,Black,,Reptile,ADVENTURE,,1000.0,Vaccine,R,,,"[Your Turn] While your opponent has a Digimon with 10000 DP or more, or your Tamers have 3 or more total colors, this Digimon can digivolve into [WarGreymon] in the hand for a digivolution cost of 4, ignoring digivolution requirements.",＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase.),[Digivolve] Lv.2 w/[ADVENTURE]/[Hero] trait: Cost 0,Digimon Card Game,agumon-st20-10,2025-02-09 12:00:09,Agumon,617899.0,['ST-20: Starter Deck Protector of Light'],816773.0,Agumon (ST20-10),ST20-10,6082.0,447067.0,1611.0,0.11,0.02,0.27,0.2,0.27,0.32
Agumon,Digimon,BT11-046,3.0,3.0,0.0,Green,2.0,,Green,,Reptile,,,1000.0,Vaccine,u,,,[On Play] Reveal the top 4 cards of your deck. Add 1 Tamer card among them to your hand. Place the rest at the bottom of your deck in any order.,"[Your Turn] While you have a Tamer in play, this Digimon gets +2000 DP.",,Digimon Card Game,agumon-bt11-046,2024-05-27 15:14:30,Agumon,477862.0,"['Box Promotion Pack: Dimensional Phase', 'BT-11: Booster Dimensional Phase']",694867.0,Agumon (BT11-046),BT11-046,5246.0,416297.0,1611.0,0.07,0.02,0.08,0.07,0.06,0.08
Agumon,Digimon,BT12-034,3.0,3.0,1.0,Yellow,2.0,[Digivolve] [Koromon]: Cost 0,Yellow,Red,Dinosaur,,Rookie,2000.0,Vaccine,C,Rookie,,[On Play] Reveal the top 4 cards of your deck. Add 1 Digimon card with [Greymon] in its name and 1 [Marcus Damon] among them to your hand. Place the rest at the bottom of your deck in any order.,"[Your Turn] [Once Per Turn] When one of your yellow or red Tamers becomes suspended, 1 of your opponent's Digimon gets -2000 DP for the turn.",[Digivolve] [Koromon]: Cost 0,Digimon Card Game,agumon-bt12-034,2024-05-27 15:14:30,Agumon - BT12-034,492184.0,['BT-12: Booster Across Time'],705404.0,Agumon (BT12-034),BT12-034,5322.0,418762.0,1611.0,0.14,0.02,0.13,0.05,0.1,0.15
Agumon,Digimon,BT12-059,3.0,3.0,1.0,Black,2.0,[Digivolve] [Koromon]: Cost 0,Black,Red,Reptile,,Rookie,2000.0,Vaccine,C,Rookie,,[On Play] Reveal the top 4 cards of your deck. Add 1 Digimon card with [Greymon] or [Omnimon] in its name and 1 Tamer card with [Tai Kamiya] in its name among them to your hand. Place the remaining cards at the bottom of your deck in any order.,"[All Turns] While this Digimon has [Greymon] or [Omnimon] in its name, it gets +1000 DP.",[Digivolve] [Koromon]: Cost 0,Digimon Card Game,agumon-bt12-059,2024-05-27 15:14:30,Agumon,490993.0,"['BT-12: Booster Across Time', 'EX-07: Legend Pack 2024']",704132.0,Agumon (BT12-059),BT12-059,5322.0,418435.0,1611.0,0.65,0.05,0.67,0.25,1.08,0.65
Agumon,Digimon,BT13-008,3.0,3.0,1.0,,,[Digivolve] [Koromon]: Cost 0,Red,Yellow,Dinosaur,,,2000.0,Vaccine,C,,,"[Main] [Once Per Turn] For the turn, 1 of your [Marcus Damon]s is also treated as a 3000 DP Digimon and can't digivolve.","[Your Turn] [Once Per Turn] When one of your red or yellow Tamers becomes suspended, you may delete 1 of your opponent's Digimon with 3000 DP or less.",[Digivolve] [Koromon]: Cost 0,Digimon Card Game,agumon-bt13-008,2024-05-27 15:14:30,Agumon,503271.0,"['BT-13: Booster Versus Royal Knights', 'Ultimate Cup 2024 Season 2']",722154.0,Agumon (BT13-008),BT13-008,5394.0,421834.0,1611.0,0.06,0.02,0.07,0.05,0.06,0.12
Agumon,Digimon,BT14-007,3.0,3.0,0.0,Red,2.0,[Digivolve] [Koromon]: Cost 0,Red,,Reptile,,Rookie,1000.0,Vaccine,SR,Rookie,,"[Start of Your Main Phase] If you have a Tamer with [Tai Kamiya] in its name, this Digimon may digivolve into [Greymon] in your hand without paying the cost.","[Your Turn] While this Digimon has [Greymon] or [Omnimon] in its name, it gets +2000 DP.",[Digivolve] [Koromon]: Cost 0,Digimon Card Game,agumon-bt14-007,2024-05-27 15:14:30,Agumon,521723.0,['BT-14: Booster Blast Ace'],740352.0,Agumon (BT14-007),BT14-007,5515.0,426415.0,1611.0,6.16,2.99,4.2,2.99,5.35,5.44
Agumon,Digimon,BT16-029,3.0,3.0,0.0,,,[Digivolve] Lv.2 w/[Light Fang]/[Night Claw] trait: Cost 0,Yellow,,Dinosaur,Light Fang,,1000.0,Vaccine,C,,,[On Play] Reveal the top 3 cards of your deck. Add 1 [Light Fang] trait card and 1 [Night Claw] trait or 1 2-color card among them to the hand. Return the rest to the bottom of the deck.,[Your Turn] All of your opponent's Security Digimon get -3000 DP.,[Digivolve] Lv.2 w/[Light Fang]/[Night Claw] trait: Cost 0,Digimon Card Game,agumon-bt16-029,2024-05-27 15:14:30,Agumon,548623.0,['BT-16: Booster Beginning Observer'],769473.0,Agumon (BT16-029),BT16-029,5732.0,434426.0,1611.0,0.1,0.02,0.07,0.02,0.08,0.08
Agumon,Digimon,BT17-007,3.0,3.0,0.0,,,[Digivolve] [Koromon]: Cost 0,Red,,Reptile,,,1000.0,Vaccine,R,,,"[Start of Your Main Phase] If you have a Tamer with [Tai Kamiya] in its name, return 1 card with [Garurumon], [Greymon] or [Omnimon] in its name from your trash to the hand.",[End of Your Turn] This Digimon and any of your other Digimon may DNA digivolve into a Digimon card in the hand.,[Digivolve] [Koromon]: Cost 0,Digimon Card Game,agumon-bt17-007,2024-05-27 15:14:30,Agumon,557968.0,['BT-17: Booster Secret Crisis'],777496.0,Agumon (BT17-007),BT17-007,5797.0,436822.0,1611.0,0.16,0.02,0.14,0.12,0.14,0.15
Agumon,Digimon,BT17-029,3.0,3.0,0.0,,,,Yellow,,Dinosaur,,,1000.0,Vaccine,C,,,"[When Attacking] By suspending 1 of your yellow Tamers, ＜Draw 1＞ (Draw 1 card from your deck.)",[Your Turn] All of your opponent's security Digimon get -3000 DP.,,Digimon Card Game,agumon-bt17-029,2024-05-27 15:14:30,Agumon - BT17-029,561104.0,['BT-17: Booster Secret Crisis'],779683.0,Agumon (BT17-029),BT17-029,5797.0,437644.0,1611.0,0.08,0.02,0.04,0.05,0.06,0.06
Agumon,Digimon,BT17-052,3.0,3.0,0.0,,,,Black,,Reptile,SoC,,1000.0,Virus,C,,,"[All Turns] [Once Per Turn] When one of your [Kosuke Kisakata] is played, gain 1 memory and ＜Draw 1＞ (Draw 1 card from your deck.)",＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase.),,Digimon Card Game,agumon-bt17-052,2024-05-27 15:14:30,Agumon - BT17-052,561186.0,['BT-17: Booster Secret Crisis'],779700.0,Agumon (BT17-052),BT17-052,5797.0,437657.0,1611.0,0.04,0.02,0.03,0.04,0.04,0.05
Agumon,Digimon,BT21-007,3.0,3.0,0.0,,,,Red,,Reptile,,,1000.0,Vaccine,C,,,[On Play] You may return 1 Digimon card with the [Reptile] or [Dragonkin] trait from your trash to the hand.,[Your Turn] This Digimon gets +2000 DP.,,Digimon Card Game,agumon-bt21-007,2025-04-24 14:34:44,Agumon - BT21-007,624353.0,['BT-21: Booster World Convergence'],818287.0,Agumon (BT21-007),BT21-007,6010.0,447506.0,1611.0,0.03,0.02,0.05,0.08,0.06,0.05
Agumon,Digimon,BT21-040,3.0,3.0,1.0,,,[Digivolve] [Koromon]/Lv.2 w/[Hero] trait: Cost 0,Yellow,Red,Dinosaur,Hero,,1000.0,Vaccine,U,,,"[Your Turn] While your opponent has a level 6 or higher Digimon or you have 3 or more [Hero] trait Tamers with different names, this Digimon may digivolve into [ShineGreymon] in the hand for a digivolution cost of 4, ignoring digivolution requirements.",[Your Turn] This Digimon gets +2000 DP.,[Digivolve] [Koromon]/Lv.2 w/[Hero] trait: Cost 0,Digimon Card Game,agumon-bt21-040,2025-03-16 12:04:18,Agumon,619679.0,['BT-21: Booster World Convergence'],814486.0,Agumon (BT21-040),BT21-040,6010.0,446657.0,1611.0,0.05,0.02,0.05,0.1,0.05,0.06
Agumon,Digimon,BT22-008,3.0,3.0,0.0,,,[Digivolve] [Koromon]/Lv.2 w/[CS] trait: Cost 0,Red,,Reptile,CS,,1000.0,Vaccine,U,,,"[On Play] You may return 1 Digimon card with [Greymon], [Garurumon] or [Omnimon] in its name from your trash to the hand.",[End of Your Turn] This Digimon and any of your other Digimon may DNA digivolve into a Digimon card in the hand.,[Digivolve] [Koromon]/Lv.2 w/[CS] trait: Cost 0,Digimon Card Game,agumon-bt22-008,2025-05-10 00:00:29,Agumon,633423.0,['BT-22: Booster Cyber Eden'],835162.0,Agumon (BT22-008),BT22-008,6173.0,451509.0,1611.0,0.08,0.02,0.1,0.1,0.22,0.1
Agumon,Digimon,EX10-006,3.0,3.0,1.0,,,[Digivolve] [Koromon]: Cost 0,Red,Black,Reptile,,,1000.0,Virus,U,,,[Start of Your Main Phase] You may return 1 [Virus] trait Digimon card with [Greymon] in its name from your trash to the hand.,[All Turns] This Digimon gets +1000 DP.,[Digivolve] [Koromon]: Cost 0,Digimon Card Game,agumon-ex10-006,2025-08-06 18:01:47,Agumon,648106.0,['EX-10: Extra Booster Sinister Order'],844196.0,Agumon (EX10-006),EX10-006,6271.0,452881.0,1611.0,0.06,0.02,0.06,0.02,0.07,0.06
Agumon - Bond of Bravery,Digimon,LM-021,7.0,8.0,3.0,,,"[Digivolve] While you have 2 or fewer security cards, [Agumon]: Cost 3",Red,,Unknown,,,14000.0,Unknown,P,,,"[Hand] [Counter] ＜Blast Digivolve＞ (Your Digimon may digivolve into this card without paying the cost.)
[On Play] [When Digivolving] Delete any number of your opponent's Digimon whose total DP adds up to equal or less than this Digimon's DP.
[When Attacking] [Once Per Turn] If you have a Tamer, trash the top card of your opponent's security stack.","Ace Overflow ＜-5＞ (As this card moves from the field or under a card to an area other than those, lose 5 memory.)","[Digivolve] While you have 2 or fewer security cards, [Agumon]: Cost 3",Digimon Card Game,agumon-bond-of-bravery-lm-021,2024-05-27 15:14:30,Agumon - Bond of Bravery ACE,596383.0,"['LM-03: Limited Card Set 2024', 'Special Limited Set']",800397.0,Agumon - Bond of Bravery Ace (LM-021),LM-021,5963.0,442833.0,1611.0,0.71,0.35,0.68,0.62,0.57,0.65
Agumon - Bond of Bravery,Digimon,BT6-018,7.0,14.0,3.0,Red,,,Red,,Unknown,,,14000.0,Unknown,sr,,,"[When Attacking] If you have a Tamer in play, delete 1 of your opponent's Digimon with 13000 DP or less.
[Your Turn] [Once Per Turn] When an opponent's Digimon is deleted, trash the top card of their security stack.",,,Digimon Card Game,agumon-bond-of-bravery-bt6-018,2024-05-27 15:14:30,Agumon - Bond of Bravery,247893.0,['BT-06: Booster Double Diamond'],650389.0,Agumon - Bond of Bravery (BT6-018),BT6-018,5016.0,405585.0,1611.0,,,,,,
Agumon (X Antibody),Digimon,BT9-008,3.0,3.0,0.0,,,[Digivolve] [Agumon]: Cost 0,Red,,Dinosaur,X Antibody,,2000.0,Vaccine,u,,,[On Play] [When Digivolving] Reveal the top 3 cards of your deck. Add 1 [X Antibody] and 1 card with [Greymon] or [Omnimon] in its name among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,[Digivolve] [Agumon]: Cost 0,Digimon Card Game,agumon-x-antibody-bt9-008,2024-05-27 15:14:30,Agumon (X Antibody),277743.0,['BT-09: Booster X Record'],,,,,,,,,,,,
Agumon (X Antibody),Digimon,BT11-062,3.0,4.0,0.0,,,[Digivolve] [Agumon]: Cost 0,Black,,Reptile,X Antibody,,3000.0,Virus,u,,,[On Play] [When Digivolving] Reveal the top 3 cards of your deck. Add 1 card with [Greymon] or [X Antibody] in its name and 1 black Tamer card among them to your hand. Place the rest at the bottom of your deck in any order.,"[All Turns] When this Digimon with [Greymon] or [Omnimon] in its name would be deleted or returned to your hand or deck by an effect, by placing 1 [X Antibody] from this Digimon's digivolution cards at the bottom of its owner's deck, prevent this Digimon from leaving play.",[Digivolve] [Agumon]: Cost 0,Digimon Card Game,agumon-x-antibody-bt11-062,2024-05-27 15:14:30,Agumon (X Antibody),477893.0,['BT-11: Booster Dimensional Phase'],,,,,,,,,,,,
Agumon (X Antibody),Digimon,BT22-068,3.0,3.0,1.0,,,[Digivolve] [Koromon]/[Agumon]: Cost 0,Purple,Green,Reptile,X Antibody,,2000.0,Virus,U,,,[On Play] [When Digivolving] You may return 1 Digimon card with [Tyrannomon] in its name or the [Dinosaur] trait from your trash to the hand.,"[All Turns] [Once Per Turn] When this Digimon deletes your opponent's Digimon in battle, gain 1 memory.",[Digivolve] [Koromon]/[Agumon]: Cost 0,Digimon Card Game,agumon-x-antibody-bt22-068,2025-06-21 18:00:58,Agumon (X Antibody),639862.0,['BT-22: Booster Cyber Eden'],,,,,,,,,,,,
